Year,Term,Course Number,Subject Name,Description,Level (U or G),Teachers,Teacher Rating (Avg),Teacher Rating (STD),Teacher Helpfulness (Avg),Teacher Helpfulness (STD),Number of Respondents,Response Rate,Subject Rating (Avg),Subject Rating (STD),Pace (Avg),Pace (STD),Total Weekly Hours Spent (Avg),Total Weekly Hours Spent (STD),Assignment Quality (Avg),Assignment Quality (STD),Grading Fairness (Avg),Grading Fairness (STD),Webpage Link
2023,Spring,"=""2.12""",Introduction to Robotics,"Cross-disciplinary studies in robot mechanics and intelligence. Emphasizes physical understanding of robot kinematics and dynamics, differential motion and energy method, design and control of robotic arms and mobile robots, and actuators, drives, and transmission. Second half of course focuses on algorithmic thinking and computation, computer vision and perception, planning and control for manipulation, localization and navigation, machine learning for robotics, and human-robot systems. Weekly laboratories include brushless DC motor control, design and fabrication of robotic arms and vehicles, robot vision and navigation, and programming and system integration using Robot Operating System (ROS). Group term project builds intelligent robots for specific applications of interest. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.p",U,Haruhiko Asada; Kamal Youcef-Toumi; Kentaro Barhydt; Ravi Tejwani; Joseph M. Ntaimo; Kamal Youcef-Toumi; Hsinyung Harrison Chin,5.8,0.5371884479132333,5.742857142857143,0.5095015571464858,19,0.36,4.3,1.53,5.1,1.09,14.3,5.206918474491414,4.8,1.69,5.6,1.29,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1C6428E5E0533D2F0912ACAA&subjectId=2.12
2023,Spring,"=""2.120""",Introduction to Robotics,"Cross-disciplinary studies in robot mechanics and intelligence. Emphasizes physical understanding of robot kinematics and dynamics, differential motion and energy method, design and control of robotic arms and mobile robots, and actuators, drives, and transmission. Second half of course focuses on algorithmic thinking and computation, computer vision and perception, planning and control for manipulation, localization and navigation, machine learning for robotics, and human-robot systems. Weekly laboratories include brushless DC motor control, design and fabrication of robotic arms and vehicles, robot vision and navigation, and programming and system integration using Robot Operating System (ROS). Group term project builds intelligent robots for specific applications of interest. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity.p",G,Haruhiko Asada; Kamal Youcef-Toumi; Kentaro Barhydt; Ravi Tejwani; Joseph M. Ntaimo; Kamal Youcef-Toumi; Hsinyung Harrison Chin,5.8,0.5371884479132333,5.742857142857143,0.5095015571464858,19,0.36,4.3,1.53,5.1,1.09,14.3,5.206918474491414,4.8,1.69,5.6,1.29,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1C6428E5E0533D2F0912ACAA&subjectId=2.12
2023,Spring,"=""2.14""",Analysis and Design of Feedback Control Systems,Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems. Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Students taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity; preference to Course 2 majors and minors.p,U,David L. Trumper; Adam Kyoungmin Kim; Charles Byron Seaberg; David L. Trumper,6.925,0.082915619758885,6.875,0.1089724735885168,9,0.43,6.8,0.44,3.9,0.78,12.8,3.17592506208821,6.7,0.71,6.7,0.71,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1CB528E5E0533D2F0912ACAA&subjectId=2.14
2023,Spring,"=""2.140""",Analysis and Design of Feedback Control Systems,Develops the fundamentals of feedback control using linear transfer function system models. Analysis in time and frequency domains. Design in the s-plane (root locus) and in the frequency domain (loop shaping). Describing functions for stability of certain non-linear systems. Extension to state variable systems and multivariable control with observers. Discrete and digital hybrid systems and use of z-plane design. Extended design case studies and capstone group projects. Student taking graduate version complete additional assignments. Enrollment may be limited due to laboratory capacity.p,G,David L. Trumper; Adam Kyoungmin Kim; Charles Byron Seaberg; David L. Trumper,6.925,0.082915619758885,6.875,0.1089724735885168,9,0.43,6.8,0.44,3.9,0.78,12.8,3.17592506208821,6.7,0.71,6.7,0.71,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1CB528E5E0533D2F0912ACAA&subjectId=2.14
2023,Spring,"=""2.18""",Biomolecular Feedback Systems,"Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on designanalysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments. p",G,Domitilla Del Vecchio; Nicholas Nolan,6.65,0.3500000000000001,6.5,0.2000000000000001,9,0.45,6.0,1.0,4.7,0.87,9.3,3.08,6.6,0.73,6.3,0.71,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C220A28E5E0533D2F0912ACAA&subjectId=2.18
2023,Spring,"=""2.180""",Biomolecular Feedback Systems,"Comprehensive introduction to dynamics and control of biomolecular systems with emphasis on designanalysis techniques from control theory. Provides a review of biology concepts, regulation mechanisms, and models. Covers basic enabling technologies, engineering principles for designing biological functions, modular design techniques, and design limitations. Students taking graduate version complete additional assignments. p",U,Domitilla Del Vecchio; Nicholas Nolan,6.65,0.3500000000000001,6.5,0.2000000000000001,9,0.45,6.0,1.0,4.7,0.87,9.3,3.08,6.6,0.73,6.3,0.71,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C220A28E5E0533D2F0912ACAA&subjectId=2.18
2023,Spring,"=""2.22""",Design Principles for Ocean Vehicles,"Design tools for analysis of linear systems and random processes related to ocean vehicles; description of ocean environment including random waves, ocean wave spectra and their selection; short-term and long-term wave statistics; and ocean currents. Advanced hydrodynamics for design of ocean vehicles and offshore structures, including wave forces on towed and moored structures; inertia vs. drag-dominated flows; vortex induced vibrations (VIV) of offshore structures; ship seakeeping and sensitivity of seakeeping performance. Design exercises in application of principles. Laboratory exercises in seakeeping and VIV at model scale. p",G,Yuming Liu; Ethan M. Pickering; Declan Benedict Gaylo,5.866666666666667,0.2624669291337269,5.866666666666667,0.3299831645537221,18,0.67,5.2,1.52,4.8,0.94,10.1,3.4311076928595523,6.2,1.17,6.2,1.25,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C213D28E5E0533D2F0912ACAA&subjectId=2.22
2023,Spring,"=""2.121""",Stochastic Systems,"Response of systems to stochastic excitation with design applications. Linear time-invariant systems, convolution, Fourier and Laplace transforms. Probability and statistics. Discrete and continuous random variables, derived distributions. Stochastic processes, auto-correlation. Stationarity and ergodicity, power spectral density. Systems driven by random functions, Wiener-Khinchine theorem.  Sampling and filtering. Short- and long-term statistics, statistics of extremes. Problems from mechanical vibrations and statistical linearization, statistical mechanics, and system predictionidentification. Students taking graduate version complete additional assignments and a short-term project. p",U,Yuming Liu; Ethan M. Pickering; Declan Benedict Gaylo,5.866666666666667,0.2624669291337269,5.866666666666667,0.3299831645537221,18,0.67,5.2,1.52,4.8,0.94,10.1,3.4311076928595523,6.2,1.17,6.2,1.25,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C213D28E5E0533D2F0912ACAA&subjectId=2.22
2023,Spring,"=""2.122""",Stochastic Systems,"Response of systems to stochastic excitation with design applications. Linear time-invariant systems, convolution, Fourier and Laplace transforms. Probability and statistics. Discrete and continuous random variables, derived distributions. Stochastic processes, auto-correlation. Stationarity and ergodicity, power spectral density. Systems driven by random functions, Wiener-Khinchine theorem.  Sampling and filtering. Short- and long-term statistics, statistics of extremes. Problems from mechanical vibrations and statistical linearization, statistical mechanics, and system predictionidentification. Students taking graduate version complete additional assignments and a short-term project. p",G,Yuming Liu; Ethan M. Pickering; Declan Benedict Gaylo,5.866666666666667,0.2624669291337269,5.866666666666667,0.3299831645537221,18,0.67,5.2,1.52,4.8,0.94,10.1,3.4311076928595523,6.2,1.17,6.2,1.25,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C213D28E5E0533D2F0912ACAA&subjectId=2.22
2023,Spring,"=""2.24""",Seakeeping of Ships and Offshore Energy Systems,"Surface wave theory, conservation laws and boundary conditions, properties of regular surface waves and random ocean waves. Linearized theory of floating body dynamics, kinematic and dynamic free surface conditions, body boundary conditions. Simple harmonic motions. Diffraction and radiation problems, added mass and damping matrices. General reciprocity identities on diffraction and radiation. Ship wave resistance theory, Kelvin wake physics, ship seakeeping in regular and random waves. Discusses point wave energy absorbers, beam sea and head-sea devises, oscillating water column device and Well's turbine. Discusses offshore floating energy systems and their interaction with ambient waves, current and wind, including oil and gas platforms, liquefied natural gas (LNG) vessels and floating wind turbines. Homework drawn from real-world applications. p",G,Paul D. Sclavounos; Alexander Joseph Wunderlich,6.6,0.3000000000000002,6.75,0.25,7,0.78,7.0,0.0,4.1,0.38,10.1,2.127087210247854,7.0,0.0,7.0,0.0,https://eduapps.mit.edu/ose-rpt/subjectEvaluationReport.htm?surveyId=1148&subjectGroupId=EAF9596C1C7C28E5E0533D2F0912ACAA&subjectId=2.24
